4K&测试,#genre#
厦门卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226219/index.m3u8

东南卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225766/index.m3u8

陕西卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225821/index.m3u8
内蒙古卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225786/index.m3u8

黑龙江卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8

黑龙江卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226215/index.m3u8
甘肃卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225754/index.m3u8

安多卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226228/index.m3u8

康巴卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226234/index.m3u8

新疆卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225747/index.m3u8

延边卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226220/index.m3u8

吉林卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225792/index.m3u8

CCTV1,http://111.12.110.7:6610/PLTV/77777777/224/3221225654/index.m3u8?
CCTV1,http://111.12.110.7:6610/PLTV/77777777/224/3221225870/index.m3u8?
CCTV1,http://111.12.110.7:6610/PLTV/77777777/224/3221225872/index.m3u8?
CCTV1,http://111.12.110.7:6610/PLTV/77777777/224/3221225924/index.m3u8?
CCTV1,http://111.12.110.7:6610/PLTV/77777777/224/3221225932/index.m3u8?
CCTV1,http://111.12.110.7:6610/PLTV/77777777/224/3221225934/index.m3u8?
CCTV1,http://111.12.110.7:6610/PLTV/77777777/224/3221225976/index.m3u8?
CCTV1,http://111.12.110.7:6610/PLTV/77777777/224/3221225984/index.m3u8?
CCTV1,http://111.12.110.7:6610/PLTV/77777777/224/3221225987/index.m3u8?
CCTV1,http://111.12.110.7:6610/PLTV/77777777/224/3221226052/index.m3u8?
CCTV2,http://111.12.110.7:6610/PLTV/77777777/224/3221225657/index.m3u8?
CCTV2,http://111.12.110.7:6610/PLTV/77777777/224/3221225948/index.m3u8?

CCTV3,http://111.12.110.7:6610/PLTV/77777777/224/3221225713/index.m3u8?
CCTV3,http://111.12.110.7:6610/PLTV/77777777/224/3221225916/index.m3u8?
CCTV4,http://111.12.110.7:6610/PLTV/77777777/224/3221225761/index.m3u8?
CCTV4,http://111.12.110.7:6610/PLTV/77777777/224/3221225775/index.m3u8?
CCTV4,http://111.12.110.7:6610/PLTV/77777777/224/3221225922/index.m3u8?
CCTV5,http://111.12.110.7:6610/PLTV/77777777/224/3221225516/index.m3u8?
CCTV5,http://111.12.110.7:6610/PLTV/77777777/224/3221225660/index.m3u8?
CCTV5,http://111.12.110.7:6610/PLTV/77777777/224/3221225801/index.m3u8?
CCTV5,http://111.12.110.7:6610/PLTV/77777777/224/3221225923/index.m3u8?
CCTV5,http://111.12.110.7:6610/PLTV/77777777/224/3221225925/index.m3u8?
CCTV6,http://111.12.110.7:6610/PLTV/77777777/224/3221225715/index.m3u8?
CCTV6,http://111.12.110.7:6610/PLTV/77777777/224/3221225936/index.m3u8?
CCTV7,http://111.12.110.7:6610/PLTV/77777777/224/3221225627/index.m3u8?
CCTV7,http://111.12.110.7:6610/PLTV/77777777/224/3221225700/index.m3u8?
CCTV7,http://111.12.110.7:6610/PLTV/77777777/224/3221225892/index.m3u8?
CCTV8,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226391/index.m3u8?


内蒙古卫视,http://111.12.110.7:6610/PLTV/77777777/224/3221225751/index.m3u8?
黑龙江卫视,http://111.12.110.7:6610/PLTV/77777777/224/3221225734/index.m3u8?
黑龙江卫视,http://111.12.110.7:6610/PLTV/77777777/224/3221225955/index.m3u8?
黑龙江卫视,http://111.12.110.7:6610/PLTV/77777777/224/3221226019/index.m3u8?
兵团卫视,http://111.12.110.7:6610/PLTV/77777777/224/3221225795/index.m3u8?
甘肃卫视,http://111.12.110.7:6610/PLTV/77777777/224/3221225764/index.m3u8?
广西卫视,http://111.12.110.7:6610/PLTV/77777777/224/3221225767/index.m3u8?
青海卫视,http://111.12.110.7:6610/PLTV/77777777/224/3221225705/index.m3u8?
厦门卫视,http://111.12.110.7:6610/PLTV/77777777/224/3221225823/index.m3u8?
山西卫视,http://111.12.110.7:6610/PLTV/77777777/224/3221225785/index.m3u8?
陕西卫视,http://111.12.110.7:6610/PLTV/77777777/224/3221225754/index.m3u8?

四川卫视,http://111.12.110.7:6610/PLTV/77777777/224/3221225757/index.m3u8?

西藏卫视,http://111.12.110.7:6610/PLTV/77777777/224/3221225828/index.m3u8?
云南卫视,http://111.12.110.7:6610/PLTV/77777777/224/3221225794/index.m3u8?
安徽卫视,http://111.12.110.7:6610/PLTV/77777777/224/3221225701/index.m3u8?
安徽卫视,http://111.12.110.7:6610/PLTV/77777777/224/3221225886/index.m3u8?
安徽卫视,http://111.12.110.7:6610/PLTV/77777777/224/3221226034/index.m3u8?
北京卫视,http://111.12.110.7:6610/PLTV/77777777/224/3221225651/index.m3u8?
北京卫视,http://111.12.110.7:6610/PLTV/77777777/224/3221225889/index.m3u8?
北京卫视,http://111.12.110.7:6610/PLTV/77777777/224/3221225907/index.m3u8?

东方卫视,http://111.12.110.7:6610/PLTV/77777777/224/3221225718/index.m3u8?
东方卫视,http://111.12.110.7:6610/PLTV/77777777/224/3221225942/index.m3u8?
东方卫视,http://111.12.110.7:6610/PLTV/77777777/224/3221226040/index.m3u8?
东南卫视,http://111.12.110.7:6610/PLTV/77777777/224/3221225904/index.m3u8?

广东卫视,http://111.12.110.7:6610/PLTV/77777777/224/3221225666/index.m3u8?
广东卫视,http://111.12.110.7:6610/PLTV/77777777/224/3221225964/index.m3u8?
广东珠江,http://111.12.110.7:6610/PLTV/77777777/224/3221225717/index.m3u8?
广西卫视,http://111.12.110.7:6610/PLTV/77777777/224/3221225986/index.m3u8?
贵州卫视,http://111.12.110.7:6610/PLTV/77777777/224/3221225770/index.m3u8?

海南卫视,http://111.12.110.7:6610/PLTV/77777777/224/3221225752/index.m3u8?
河北卫视,http://111.12.110.7:6610/PLTV/77777777/224/3221225773/index.m3u8?
河南卫视,http://111.12.110.7:6610/PLTV/77777777/224/3221225806/index.m3u8?

湖北卫视,http://111.12.110.7:6610/PLTV/77777777/224/3221225721/index.m3u8?
湖北卫视,http://111.12.110.7:6610/PLTV/77777777/224/3221225954/index.m3u8?
湖北卫视,http://111.12.110.7:6610/PLTV/77777777/224/3221225969/index.m3u8?
湖南卫视,http://111.12.110.7:6610/PLTV/77777777/224/3221225719/index.m3u8?
湖南卫视,http://111.12.110.7:6610/PLTV/77777777/224/3221225919/index.m3u8?
吉林卫视,http://111.12.110.7:6610/PLTV/77777777/224/3221225678/index.m3u8?
纪实人文,http://111.12.110.7:6610/PLTV/77777777/224/3221226016/index.m3u8?
纪实人文,http://111.12.110.7:6610/PLTV/77777777/224/3221226037/index.m3u8?
江苏卫视,http://111.12.110.7:6610/PLTV/77777777/224/3221225722/index.m3u8?
江苏卫视,http://111.12.110.7:6610/PLTV/77777777/224/3221225966/index.m3u8?
江苏卫视,http://111.12.110.7:6610/PLTV/77777777/224/3221226025/index.m3u8?
江西卫视,http://111.12.110.7:6610/PLTV/77777777/224/3221225957/index.m3u8?
辽宁卫视,http://111.12.110.7:6610/PLTV/77777777/224/3221225779/index.m3u8?
辽宁卫视,http://111.12.110.7:6610/PLTV/77777777/224/3221225958/index.m3u8?
辽宁卫视,http://111.12.110.7:6610/PLTV/77777777/224/3221226007/index.m3u8?
山东卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226012/index.m3u8
山东卫视,http://111.12.110.7:6610/PLTV/77777777/224/3221225672/index.m3u8?
山东卫视,http://111.12.110.7:6610/PLTV/77777777/224/3221225949/index.m3u8?
山东卫视,http://111.12.110.7:6610/PLTV/77777777/224/3221226010/index.m3u8?
深圳卫视,http://111.12.110.7:6610/PLTV/77777777/224/3221225725/index.m3u8?
深圳卫视,http://111.12.110.7:6610/PLTV/77777777/224/3221225943/index.m3u8?
深圳卫视,http://111.12.110.7:6610/PLTV/77777777/224/3221225951/index.m3u8?

天津卫视,http://111.12.110.7:6610/PLTV/77777777/224/3221225675/index.m3u8?
天津卫视,http://111.12.110.7:6610/PLTV/77777777/224/3221225940/index.m3u8?
天津卫视,http://111.12.110.7:6610/PLTV/77777777/224/3221226022/index.m3u8?

西藏卫视,http://111.12.110.7:6610/PLTV/77777777/224/3221225800/index.m3u8?
新疆卫视,http://111.12.110.7:6610/PLTV/77777777/224/3221225788/index.m3u8?

浙江卫视,http://111.12.110.7:6610/PLTV/77777777/224/3221225731/index.m3u8?
浙江卫视,http://111.12.110.7:6610/PLTV/77777777/224/3221225928/index.m3u8?
重庆卫视,http://111.12.110.7:6610/PLTV/77777777/224/3221225745/index.m3u8?
重庆卫视,http://111.12.110.7:6610/PLTV/77777777/224/3221225898/index.m3u8?
重庆卫视,http://111.12.110.7:6610/PLTV/77777777/224/3221225952/index.m3u8?
湖南卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225745/index.m3u8
湖南卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225704/index.m3u8
浙江卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225744/index.m3u8
辽宁卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225735/index.m3u8
辽宁卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225696/index.m3u8
江西卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225746/index.m3u8
江西卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225705/index.m3u8
江苏卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225743/index.m3u8
东方卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225658/index.m3u8
东南卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225657/index.m3u8
贵州卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225728/index.m3u8
四川卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225733/index.m3u8
天津卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225739/index.m3u8
天津卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225698/index.m3u8
山东卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225738/index.m3u8
山东卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225697/index.m3u8
安徽卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225737/index.m3u8
安徽卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225691/index.m3u8
内蒙古卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225667/index.m3u8
黑龙江卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225736/index.m3u8
超级电视剧,http://117.169.121.162:6610/PLTV/88888910/224/3221225625/index.m3u8
黑龙江卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225690/index.m3u8
中国教育-1,http://117.169.121.162:6610/PLTV/88888910/224/3221225661/index.m3u8
北京卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225673/index.m3u8
北京卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225674/index.m3u8
重庆卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225734/index.m3u8
重庆卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225692/index.m3u8
湖北卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225740/index.m3u8
深圳卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225741/index.m3u8
深圳卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225700/index.m3u8
山西卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225730/index.m3u8
河北卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225732/index.m3u8
青海卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225727/index.m3u8
陕西卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225729/index.m3u8
甘肃卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225724/index.m3u8
宁夏卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225726/index.m3u8
广东卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225742/index.m3u8
广东卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225701/index.m3u8
广西卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225731/index.m3u8
海南卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225722/index.m3u8
吉林卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225680/index.m3u8
云南卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225664/index.m3u8
新疆卫视,http://117.169.121.162:6610/PLTV/88888910/224/3221225725/index.m3u8


CCTV5+,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225761/index.m3u8?
CCTV5+,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226221/index.m3u8?
CCTV6?http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226393/index.m3u8?
CCTV6,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226011/index.m3u8?
CCTV7,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226192/index.m3u8

CCTV8,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226012/index.m3u8?
CCTV9,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8?
CCTV10,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8?
CCTV11,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226240/index.m3u8?
CCTV12http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226190/index.m3u8
CCTV13,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8?
CCTV14http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226193/index.m3u8
CCTV15,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225785/index.m3u8?
CCTV16,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8?
CCTV17,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226198/index.m3u8
CETV-1,http://111.12.110.7:6610/PLTV/77777777/224/3221225776/index.m3u8?
CETV-2,http://111.12.110.7:6610/PLTV/77777777/224/3221225881/index.m3u8?
CETV-4,http://111.12.110.7:6610/PLTV/77777777/224/3221225723/index.m3u8?
CGTN,http://111.12.110.7:6610/PLTV/77777777/224/3221225707/index.m3u8?
CGTN,http://111.12.110.7:6610/PLTV/77777777/224/3221225816/index.m3u8?
CGTN,http://111.12.110.7:6610/PLTV/77777777/224/3221225822/index.m3u8?
CGTN,http://111.12.110.7:6610/PLTV/77777777/224/3221225825/index.m3u8?
CGTN,http://111.12.110.7:6610/PLTV/77777777/224/3221225875/index.m3u8?
CGTN,http://111.12.110.7:6610/PLTV/77777777/224/3221225878/index.m3u8?

CCTV1,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226010/index.m3u8?
CCTV1,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225804/index.m3u8?
CCTV1http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226583/index.m3u8
CCTV1http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226231/index.m3u8
CCTV2http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226195/index.m3u8
CCTV2http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226224/index.m3u8
CCTV3http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226397/index.m3u8
CCTV4http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8
CCTV4http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226223/index.m3u8
CCTV5http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8
CCTV2,http://hwrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225619/index.m3u8
CCTV8,http://39.135.138.60:18890/PLTV/88888910/224/3221225635/index.m3u8
CCTV11,http://hwrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225628/index.m3u8
CCTV12,http://39.135.138.58:18890/TVOD/88888888/224/3221225637/index.m3u8
CCTV13
3221225638/index.m3u8
CCTV14,http://39.135.138.60:18890/PLTV/88888910/224/3221225639/index.m3u8
CCTV16,http://hwrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221226230/index.m3u8
CCTV世界地理,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226947/index.m3u8
CCTV兵器科技,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226975/index.m3u8
CCTV央视台球,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226956/index.m3u8
CCTV央视文化精品http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226981/index.m3u8
CCTV女性时尚http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226969/index.m3u8
CCTV怀旧剧场http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226972/index.m3u8
CCTV电视指南http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226987/index.m3u8
CCTV第一剧场http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226959/index.m3u8
CCTV风云剧场http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226950/index.m3u8
CCTV风云足球http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226984/index.m3u8
CCTV风云音乐http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226953/index.m3u8
CCTV高尔夫网球http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226978/index.m3u8
CGTN,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225745/index.m3u8?
CGTN,http://live.cgtn.com/500/prog_index.m3u8
精彩综艺http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226009/index.m3u8

浙江卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225798/index.m3u8?
浙江卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226199/index.m3u8?
天津卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226204/index.m3u8?
湖南卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225799/index.m3u8?
湖南卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226211/index.m3u8
东方卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226217/index.m3u8?
东方卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225797/index.m3u8
江苏卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225800/index.m3u8?
江苏卫视http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226200/index.m3u8
辽宁卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226201/index.m3u8?
辽宁卫视http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226210/index.m3u8
北京卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225796/index.m3u8?
北京卫视http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226222/index.m3u8
广东卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225803/index.m3u8?
广东卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226216/index.m3u8
湖北卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226194/index.m3u8?
湖北卫视http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226206/index.m3u8
山东卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226209/index.m3u8?
深圳卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225801/index.m3u8?
深圳卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226205/index.m3u8
重庆卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226202/index.m3u8?
安徽卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226196/index.m3u8?
安徽卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226203/index.m3u8
黑龙江卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8?
黑龙江卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226215/index.m3u8
金鹰纪实http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226351/index.m3u8
CCTV5+
3221225649/index.m3u8
厦门卫视,http://111.12.110.7:6610/PLTV/77777777/224/3221225823/index.m3u8?
厦门卫视,http://[2409:8087:7001:20:3::8]/wh7f454c46tw3668102687_-1685572938/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226219/index.m3u8?icpid=88888890&RTS=1680074615&from=20&hms_devid=8054&prioritypopid=20&online=1680074615&vqe=3
浙江国际,http://hw-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8

康巴卫视,http://lcx-olt.8866.org:8181/tsfile/live/1182_1.m3u8
CCTV娱乐,http://lcx-olt.8866.org:8181/tsfile/live/1209_1.m3u8
凤凰卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226547/1.m3u8,
http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226547/index.m3u8
凤凰资讯,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226546/index.m3u8
凤凰资讯,http://113.117.74.28:8081/hls/36/index.m3u8
公共频道,http://111.12.110.7:6610/PLTV/77777777/224/3221225930/index.m3u8?
深圳娱乐,http://88888.55555.io:2345/udp/239.77.1.243:5146
南方卫视,http://39.134.24.162:80/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226218/index.m3u8?
求索动物/3221225730/index.m3u8
求索记录/3221225713/index.m3u8
求索科学/3221225728/index.m3u8
求索生活/3221225715/index.m3u8
浙江影视,http://hw-m-l.cztv.com/channels/lantian/channel05/720p.m3u8
山东齐鲁,http://123.132.226.194:31028/hls/11/index.m3u8
山东教育,http://111.12.110.7:6610/PLTV/77777777/224/3221225708/index.m3u8?
山东综艺,http://119.164.216.162:9901/tsfile/live/1001_1.m3u8
北京综合,http://123.132.226.194:31028/hls/24/index.m3u8
茶频道,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226808/index.m3u8
CCTV娱乐,http://line.premiumpowers.net:80/play/live.php?mac=00:1A:79:73:45:10&stream=156405&extension=ts
CCTV戏曲,http://line.premiumpowers.net:80/play/live.php?mac=00:1A:79:73:45:10&stream=156406&extension=ts
浙江卫视国际,http://line.premiumpowers.net:80/play/live.php?mac=00:1A:79:73:45:10&stream=156412&extension=ts
湖南卫视国际,http://line.premiumpowers.net:80/play/live.php?mac=00:1A:79:73:45:10&stream=156418&extension=ts
安徽卫视国际,http://line.premiumpowers.net:80/play/live.php?mac=00:1A:79:73:45:10&stream=156420&extension=ts
江苏卫视国际,http://line.premiumpowers.net:80/play/live.php?mac=00:1A:79:73:45:10&stream=156423&extension=ts
港澳台,#genre#
重温经典高清,http://hg.881488.xyz:3600/stream/channelid/2084883247?profile=pass
TVB亚洲武侠,http://v2h.jdshipin.com/asia_action/asia_action.stream/chunklist.m3u8
TVB星河,http://v2h.jdshipin.com/xinghe/xinghe.stream/chunklist.m3u8
TVB华丽翡翠台,http://v2h.jdshipin.com/jade/jade.stream/chunklist.m3u8
年代新闻,http://pull-hls-hs-spe-f5.douyincdn.com/live/twliveozevdyscvbudlozlnsfzewtzudvbbzxfznzlvczdzdnzxw.flv

东森新闻,http://pull-hls-hs-spe-f5.douyincdn.com/live/twlivemhzttuzzcvbyzuozdzzezywefzzfbxfbxxvbzzzlzzhzsxw.flv

中视新闻,http://pull-hls-hs-spe-f5.douyincdn.com/live/twlivepnvzydstudzbszcvbfzzzszfzszwetymzldhduzocnzsxw.flv

台视新闻,http://pull-hls-hs-spe-f5.douyincdn.com/live/twlivenczztzzudtzlzcvbcvntzzzsfwetzfvcbcxvdzbzfflvcztsxw.flv
